"source","binder_pdf_page_number","year","month","day","arrival_time","sunrise_time","observer","lek_name","trapping_activity","wind_mph","cloud_cover_percent_comments","snowing_status","raining_status","temp_f","other_weather_conditions","lek_ground_condition","predator_disturbance_type","predator_disturbance_time","observation_time","num_males_observed","num_females_observed","comments_observations_or_marks","other_fights_and_comments"
"binder","82","1990",5,13,"5:38","5:58","White","north","none","0 to 5","100","no","occassionally spitting","35",NA,"clear",NA,NA,"6:26",3,0,"All feeding beyond lek","5:47 - 3 birds flew - including W141-. 5:59 - 1 hen left lek  - another entered. 6:12 - WRR walked off. 6:13 - 1 hen flew, 6:15 - last hen flew - only five strutting. 6:19 - 7 males flew - only RB + BB left on lek + BB was fiesty. 6:26 - all birds walked off lek. 6:30 - left"
"binder","3","1990",4,30,"7:10","6:25","Boyce","south_fetterman","none","2","15",NA,NA,"17",NA,"approx. 1 in. on ground from last night",NA,NA,"7:15",18,1,NA,NA
"binder","3","1990",4,30,"7:10","6:25","Boyce","south_fetterman","none","2","15",NA,NA,"17",NA,"approx. 1 in. on ground from last night",NA,NA,"7:22",21,3,NA,NA
"binder","3","1990",4,30,"7:10","6:25","Boyce","south_fetterman","none","2","15",NA,NA,"17",NA,"approx. 1 in. on ground from last night",NA,NA,"7:26",21,5,NA,NA
"binder","3","1990",4,30,"7:10","6:25","Boyce","south_fetterman","none","2","15",NA,NA,"17",NA,"approx. 1 in. on ground from last night",NA,NA,"7:32",17,0,"Several birds flew - no predator seen",NA
"binder","4","1990",4,30,"5:45","6:25","Boyce","broken_wing",NA,"calm","20",NA,NA,"17",NA,"approx. 1 in. fresh snow",NA,NA,"5:50",51,6,NA,"Copulation happened at 6:30, collected 6:35. Page reads ""Begin 9901"", ""Lek 9999"", and ""LAR 10072"" in upper left corner"
"binder","4","1990",4,30,"5:45","6:25","Boyce","broken_wing",NA,"calm","20",NA,NA,"17",NA,"approx. 1 in. fresh snow",NA,NA,"6:22",48,4,"4 males flew ENE","Copulation happened at 6:30, collected 6:35. Page reads ""Begin 9901"", ""Lek 9999"", and ""LAR 10072"" in upper left corner"
"binder","7","1990",4,15,"6:10","6:57","Boyce","north_marshall",NA,"1 to 2 ","0 but foggy",NA,NA,NA,"Heavy fog","dry",NA,NA,"6:30",22,3,NA,NA
"binder","7","1990",4,15,"6:10","6:57","Boyce","north_marshall",NA,"1 to 2 ","0 but foggy",NA,NA,NA,"Heavy fog","dry",NA,NA,"6:40",36,5,"More visible when fog lifts and light up",NA
"binder","7","1990",4,15,"6:10","6:57","Boyce","north_marshall",NA,"1 to 2 ","0 but foggy",NA,NA,NA,"Heavy fog","dry",NA,NA,"6:43",37,3,NA,NA
"binder","7","1990",4,15,"6:10","6:57","Boyce","north_marshall",NA,"1 to 2 ","0 but foggy",NA,NA,NA,"Heavy fog","dry",NA,NA,"6:47",36,6,NA,NA
"binder","7","1990",4,15,"6:10","6:57","Boyce","north_marshall",NA,"1 to 2 ","0 but foggy",NA,NA,NA,"Heavy fog","dry",NA,NA,"6:53",37,9,"Most females moving through lek",NA
"binder","7","1990",4,15,"6:10","6:57","Boyce","north_marshall",NA,"1 to 2 ","0 but foggy",NA,NA,NA,"Heavy fog","dry",NA,NA,"7:05",38,7,NA,NA
"binder","9","1990",4,20,"6:51","6:16","White","windmill_dam","none","calm","0","no","no","30",NA,"clear",NA,NA,"6:51",14,1,NA,NA
"binder","9","1990",4,20,"6:51","6:16","White","windmill_dam","none","calm","0","no","no","30",NA,"clear",NA,NA,"7:2?",15,0,NA,NA
"binder","17","1990",5,14,"5:30","6:02","Boyce","north",NA,"0","25",NA,NA,NA,NA,"dry",NA,NA,"5:30",NA,2,NA,"Attempted to collect G/B but he moves so I tried to get into position. Lek 17867."
"binder","17","1990",5,14,"5:30","6:02","Boyce","north",NA,"0","25",NA,NA,NA,NA,"dry",NA,NA,"6:05",14,NA,NA,"Attempted to collect G/B but he moves so I tried to get into position. Lek 17867."
"binder","17","1990",5,14,"5:30","6:02","Boyce","north",NA,"0","25",NA,NA,NA,NA,"dry",NA,NA,NA,NA,NA,"REMOVAL STUDY. North Marshall Lake: 23 males at 6:30","Attempted to collect G/B but he moves so I tried to get into position. Lek 17867."
"binder","63","1990",3,27,"5:39","6:01","White","sybille_springs","none","0 to 5","90","no","no","~30",NA,"some snow","golden eagle seen flying n above canals just before my arrival ","6:39","5:43",12,0,NA,"Predator disturbance - all but 6 birds flew. 6:25 - coyotes howled, birds not disturbed. Written under copulation section: down at 5:53, 6:17 and up at 6:04, 6:19. Lek very disturbed strutting would occur for 1- 2 mins then nothing. 6:42 - 2 males flew E to W over lek - did not land. 6:43 - 3 males flew off lek, 5 males still strutting. 6:46 - - some males seen walking back onto lek"
"binder","63","1990",3,27,"5:39","6:01","White","sybille_springs","none","0 to 5","90","no","no","~30",NA,"some snow","golden eagle seen flying n above canals just before my arrival ","6:39","6:01",15,0,NA,"Predator disturbance - all but 6 birds flew. 6:25 - coyotes howled, birds not disturbed. Written under copulation section: down at 5:53, 6:17 and up at 6:04, 6:19. Lek very disturbed strutting would occur for 1- 2 mins then nothing. 6:42 - 2 males flew E to W over lek - did not land. 6:43 - 3 males flew off lek, 5 males still strutting. 6:46 - - some males seen walking back onto lek"
"binder","63","1990",3,27,"5:39","6:01","White","sybille_springs","none","0 to 5","90","no","no","~30",NA,"some snow","golden eagle seen flying n above canals just before my arrival ","6:39","6:33",19,0,"1 juv. ","Predator disturbance - all but 6 birds flew. 6:25 - coyotes howled, birds not disturbed. Written under copulation section: down at 5:53, 6:17 and up at 6:04, 6:19. Lek very disturbed strutting would occur for 1- 2 mins then nothing. 6:42 - 2 males flew E to W over lek - did not land. 6:43 - 3 males flew off lek, 5 males still strutting. 6:46 - - some males seen walking back onto lek"
"binder","63","1990",3,27,"5:39","6:01","White","sybille_springs","none","0 to 5","90","no","no","~30",NA,"some snow","golden eagle seen flying n above canals just before my arrival ","6:39","6:39",7,0,"coyote howled - any left on flew away","Predator disturbance - all but 6 birds flew. 6:25 - coyotes howled, birds not disturbed. Written under copulation section: down at 5:53, 6:17 and up at 6:04, 6:19. Lek very disturbed strutting would occur for 1- 2 mins then nothing. 6:42 - 2 males flew E to W over lek - did not land. 6:43 - 3 males flew off lek, 5 males still strutting. 6:46 - - some males seen walking back onto lek"
"binder","64","1990",3,29,"6:00","6:00","White","sybille_springs","none","0 to 5","100","no","no","~25","Snow and wind everywhere","snow and wind overnight",NA,NA,"6:05",0,0,"Nothing around",NA
"binder","65","1990",4,5,"6:08","6:45","White","sybille_springs","none","0 to 5","95","no","no","35","rain overnight","clear",NA,NA,"6:12",42,3,NA,"Fog rolled in 7:05 - hard to see. F. Hawk perched S of Lek. Left at 7:15 due to fog"
"binder","65","1990",4,5,"6:08","6:45","White","sybille_springs","none","0 to 5","95","no","no","35","rain overnight","clear",NA,NA,"7:05",43,10,NA,"Fog rolled in 7:05 - hard to see. F. Hawk perched S of Lek. Left at 7:15 due to fog"
"binder","66","1990",4,11,"5:50","6:15","Gregg Kuez","sybille_springs","spotlighting night of 4-10-1990","0 to 5","15","no","no","30",NA,"clear",NA,NA,"6:00",39,NA,"Too dark to see females","Observed 1 female with an orange tag"
"binder","66","1990",4,11,"5:50","6:15","Gregg Kuez","sybille_springs","spotlighting night of 4-10-1990","0 to 5","15","no","no","30",NA,"clear",NA,NA,"6:20",37,24,NA,"Observed 1 female with an orange tag"
"binder","66","1990",4,11,"5:50","6:15","Gregg Kuez","sybille_springs","spotlighting night of 4-10-1990","0 to 5","15","no","no","30",NA,"clear",NA,NA,"7:00",37,27,NA,"Observed 1 female with an orange tag"
"binder","66","1990",4,11,"5:50","6:15","Gregg Kuez","sybille_springs","spotlighting night of 4-10-1990","0 to 5","15","no","no","30",NA,"clear",NA,NA,"7:30",35,10,NA,"Observed 1 female with an orange tag"
"binder","67","1990",4,12,"6:15","6:28","Suzy Beauchaine","sybille_springs",NA,"0 to 5","40","no","no","35",NA,"light frost",NA,NA,"6:15",26,10,"3 marks","GG had fight w/UNK. and standoff. By 7:00 am all birds were flushed by four people"
"binder","67","1990",4,12,"6:15","6:28","Suzy Beauchaine","sybille_springs",NA,"0 to 5","40","no","no","35",NA,"light frost",NA,NA,"6:30",NA,27,"Flushed by 4 people","GG had fight w/UNK. and standoff. By 7:00 am all birds were flushed by four people"
"binder","69","1990",4,13,"5:58","6:30","White/Menkens","sybille_springs","spotlighting","10 to 15","95",NA,NA,"~25","Heavy wet snow overnight","snow covered",NA,NA,"6:00",25,16,NA,"2 coyotes to far W of lek - birds not disturbed"
"binder","69","1990",4,13,"5:58","6:30","White/Menkens","sybille_springs","spotlighting","10 to 15","95",NA,NA,"~25","Heavy wet snow overnight","snow covered",NA,NA,"6:41",21,9,"snow - can't see","2 coyotes to far W of lek - birds not disturbed"
"binder","70","1990",4,15,"5:50","6:10","Kuez","sybille_springs",NA,"0","5","no","no","39",NA,"clear",NA,NA,"6:16",20,18,NA,NA
"binder","70","1990",4,15,"5:50","6:10","Kuez","sybille_springs",NA,"0","5","no","no","39",NA,"clear",NA,NA,"6:32",20,21,NA,NA
"binder","70","1990",4,15,"5:50","6:10","Kuez","sybille_springs",NA,"0","5","no","no","39",NA,"clear",NA,NA,"7:00",18,22,NA,NA
"binder","71","1990",4,15,"5:52","6:25","Suzy Beauchaine","sybille_springs",NA,"0 to 5","10","no","no","37",NA,"light frost","golden eagle","5 and 6:01","6:34",18,21,"Scattered into 4 groups because of eagle, another pickup approx 30 m from largest group","Some unknown ? fought 3 different birds within 6:25 - 6:30. Light fog - 6:40 / Med fog - 7:00 / Heavy fog - 7:11"
"binder","71","1990",4,15,"5:52","6:25","Suzy Beauchaine","sybille_springs",NA,"0 to 5","10","no","no","37",NA,"light frost","golden eagle","5 and 6:01","7:30",25,22,"Unable to see third group due to fog","Some unknown ? fought 3 different birds within 6:25 - 6:30. Light fog - 6:40 / Med fog - 7:00 / Heavy fog - 7:11"
"binder","72","1990",4,16,"5:56","6:23","Suzy Beauchaine","sybille_springs",NA,"0 to 5","20","no","no","38",NA,"dry","train","6:46","6:00",41,24,"Unable to see females in Group 1 /3 males ","7:18 - Another vehicle - most birds flushed, Page reads ""551"" in space allocated to record the time of sunrise"
"binder","72","1990",4,16,"5:56","6:23","Suzy Beauchaine","sybille_springs",NA,"0 to 5","20","no","no","38",NA,"dry","train","6:46","6:30",42,26,NA,"7:18 - Another vehicle - most birds flushed, Page reads ""551"" in space allocated to record the time of sunrise"
"binder","74","1990",4,18,"5:52","6:10","Gregg Kuez","sybille_springs",NA,"0 to 5","15","no","no","38",NA,"clear",NA,NA,"5:59",42,NA,NA,"Page reads ""550"" in space allocated to record the time of sunrise"
"binder","74","1990",4,18,"5:52","6:10","Gregg Kuez","sybille_springs",NA,"0 to 5","15","no","no","38",NA,"clear",NA,NA,"6:05",46,31,NA,"Page reads ""550"" in space allocated to record the time of sunrise"
"binder","74","1990",4,18,"5:52","6:10","Gregg Kuez","sybille_springs",NA,"0 to 5","15","no","no","38",NA,"clear",NA,NA,"6:20",46,37,NA,"Page reads ""550"" in space allocated to record the time of sunrise"
"binder","74","1990",4,18,"5:52","6:10","Gregg Kuez","sybille_springs",NA,"0 to 5","15","no","no","38",NA,"clear",NA,NA,"6:52",50,26,NA,"Page reads ""550"" in space allocated to record the time of sunrise"
"binder","76","1990",4,21,"6:00","6:12","Menkens","sybille_springs","none","0 to 1",NA,"no","no",NA,NA,NA,NA,NA,"6:20",34,12,"left and right tags (respectively): B/W, R; R/W, W; R/Y, Y; Y, Y",NA
"binder","77","1990",4,22,"5:55","6:14","Suzy Beauchaine","sybille_springs",NA,"0 to 5","75","no","no","40",NA,"dry, clear",NA,NA,"5:56",41,6,NA,"Unm cop. began and ended w/two other unm. males attacking him, Page reads ""548"" in space allocated to record the time of sunrise"
"binder","77","1990",4,22,"5:55","6:14","Suzy Beauchaine","sybille_springs",NA,"0 to 5","75","no","no","40",NA,"dry, clear",NA,NA,"6:56",38,5,NA,"Unm cop. began and ended w/two other unm. males attacking him, Page reads ""548"" in space allocated to record the time of sunrise"
"binder","77","1990",4,22,"5:55","6:14","Suzy Beauchaine","sybille_springs",NA,"0 to 5","75","no","no","40",NA,"dry, clear",NA,NA,"7:21",32,3,NA,"Unm cop. began and ended w/two other unm. males attacking him, Page reads ""548"" in space allocated to record the time of sunrise"
"binder","77","1990",4,22,"5:55","6:14","Suzy Beauchaine","sybille_springs",NA,"0 to 5","75","no","no","40",NA,"dry, clear",NA,NA,NA,NA,NA,"R - ? B - W Female Y - ? B - R R - Y W - ?: begins with 14__ R - W","Unm cop. began and ended w/two other unm. males attacking him, Page reads ""548"" in space allocated to record the time of sunrise"
"binder","79","1990",4,24,"5:48","6:10","Suzy Beauchaine","sybille_springs","spotlighting","0 to 5","40","no","no","38",NA,"clear",NA,NA,"5:50",32,2,NA,"One female mounted another, then was knocked off by an unmarked male. Female one  mounted female two; male mounted both then was knocked off by another UM male but then one male copopulated with female two."
"binder","79","1990",4,24,"5:48","6:10","Suzy Beauchaine","sybille_springs","spotlighting","0 to 5","40","no","no","38",NA,"clear",NA,NA,"6:18",23,3,"Group # 2 sitting down","One female mounted another, then was knocked off by an unmarked male. Female one  mounted female two; male mounted both then was knocked off by another UM male but then one male copopulated with female two."
"binder","79","1990",4,24,"5:48","6:10","Suzy Beauchaine","sybille_springs","spotlighting","0 to 5","40","no","no","38",NA,"clear",NA,NA,"7:05",28,2,NA,"One female mounted another, then was knocked off by an unmarked male. Female one  mounted female two; male mounted both then was knocked off by another UM male but then one male copopulated with female two."
"binder","80","1990",4,27,"5:29","6:13","Neimuth","sybille_springs","none","10","25",NA,NA,"35",NA,"snow covered",NA,NA,"5:39",23,NA,NA,NA
"binder","80","1990",4,27,"5:29","6:13","Neimuth","sybille_springs","none","10","25",NA,NA,"35",NA,"snow covered",NA,NA,"5:54",19,NA,"R &wh left, yell rt. ",NA
"binder","80","1990",4,27,"5:29","6:13","Neimuth","sybille_springs","none","10","25",NA,NA,"35",NA,"snow covered",NA,NA,"6:35",26,NA,"Bl &wh. left, red rt.",NA
"binder","80","1990",4,27,"5:29","6:13","Neimuth","sybille_springs","none","10","25",NA,NA,"35",NA,"snow covered",NA,NA,"6:51",21,1,"rd. left, yell. rt. ",NA
"binder","80","1990",4,27,"5:29","6:13","Neimuth","sybille_springs","none","10","25",NA,NA,"35",NA,"snow covered",NA,NA,"7:00",31,NA,"Gr. st. 1565",NA
"binder","80","1990",4,27,"5:29","6:13","Neimuth","sybille_springs","none","10","25",NA,NA,"35",NA,"snow covered",NA,NA,"7:05",33,NA,NA,NA
"binder","80","1990",4,27,"5:29","6:13","Neimuth","sybille_springs","none","10","25",NA,NA,"35",NA,"snow covered",NA,NA,"7:31",31,NA,NA,NA
"binder","80","1990",4,27,"5:29","6:13","Neimuth","sybille_springs","none","10","25",NA,NA,"35",NA,"snow covered",NA,NA,"7:35",NA,NA,"All flew ? disturbance",NA
"binder","81","1990",4,30,"05:?","6:06","White","sybille_springs","none","0 to 5","3","no","no","20",NA,"? frost","golden eagle","5:40","5:52",18,0,"O/B   - lw, walked","6:09 - all birds down. 15 avocets, 5 sand pipers, 2 pairs wigeons, 2 pairs buffles. left 7: 20 ?, Page reads ""544"" in space allocated to record the time of sunrise"
"binder","81","1990",4,30,"05:?","6:06","White","sybille_springs","none","0 to 5","3","no","no","20",NA,"? frost","golden eagle","5:40","7:05",25,0,"4 appeared on N lek ","6:09 - all birds down. 15 avocets, 5 sand pipers, 2 pairs wigeons, 2 pairs buffles. left 7: 20 ?, Page reads ""544"" in space allocated to record the time of sunrise"
"binder","82","1990",5,1,"5:31","5:59","Suzy Beauchaine","sybille_springs",NA,"5 to 10","97","off and on, light","no","33",NA,"clear","golden eagle","6:02","5:45",34,1,"Too dark to see females/ 3 tagged","Page reads ""543"" in space allocated to record the time of sunrise"
"binder","82","1990",5,1,"5:31","5:59","Suzy Beauchaine","sybille_springs",NA,"5 to 10","97","off and on, light","no","33",NA,"clear","golden eagle","6:02","7:20",0,0,NA,"Page reads ""543"" in space allocated to record the time of sunrise"
"binder","83","1990",5,3,"5:30","5:57","Suzy Beauchaine","sybille_springs",NA,"5 to 10","60","no","no","35",NA,"clear",NA,NA,"5:36",26,2,"Dark still","5:51 dead silence. All but a few began eating after 6:00, Page reads ""542"" in space allocated to record the time of sunrise"
"binder","83","1990",5,3,"5:30","5:57","Suzy Beauchaine","sybille_springs",NA,"5 to 10","60","no","no","35",NA,"clear",NA,NA,"6:06",19,0,NA,"5:51 dead silence. All but a few began eating after 6:00, Page reads ""542"" in space allocated to record the time of sunrise"
"binder","83","1990",5,3,"5:30","5:57","Suzy Beauchaine","sybille_springs",NA,"5 to 10","60","no","no","35",NA,"clear",NA,NA,"6:29",21,0,NA,"5:51 dead silence. All but a few began eating after 6:00, Page reads ""542"" in space allocated to record the time of sunrise"
"binder","84","1990",5,4,"5:45","6:05","White","mud_springs","none","5","5","no","no","30",NA,"clear; snow/rain overnight",NA,NA,"5:50",33,1,NA,"W, left + centre: O659"
"binder","84","1990",5,4,"5:45","6:05","White","mud_springs","none","5","5","no","no","30",NA,"clear; snow/rain overnight",NA,NA,"6:17",36,3,"hens wandering off","W, left + centre: O659"
"binder","84","1990",5,4,"5:45","6:05","White","mud_springs","none","5","5","no","no","30",NA,"clear; snow/rain overnight",NA,NA,"6:59",54,1,NA,"W, left + centre: O659"
"binder","85","1990",5,6,"5:25","6:53","Suzy Beauchaine","sybille_springs","spotlighting","5 to 10","0","no","no","35",NA,NA,NA,NA,"5:30",31,5,NA,"Page reads ""541"" in space allocated to record the time of sunrise"
"binder","85","1990",5,6,"5:25","6:53","Suzy Beauchaine","sybille_springs","spotlighting","5 to 10","0","no","no","35",NA,NA,NA,NA,"6:04",21,4,"5 marked","Page reads ""541"" in space allocated to record the time of sunrise"
