"source","binder_pdf_page_number","year","month","day","arrival_time","observer","lek_name","trapping_activity","wind_mph","cloud_cover_percent_comments","snowing_status","raining_status","temp_f","other_weather_conditions","lek_ground_condition","predator_disturbance_type","predator_disturbance_time","type","left_tag_color","left_tag_number","left_tag_code","right_tag_color","right_tag_number","right_tag_code","age","observation_time","sunrise_time","time_start","time_end","num_of_struts","struts_5_min","distance_to_hens_category","distance_to_hens_notes","fights","num_of_copulations","breed","malaria","lice","other_fights_and_comments"
"binder, floppy","54","1989",5,4,"5:34","White","long_lake","none","15 to 20","98","no","no","33","occasional snow showers","clear",NA,NA,"strut","red blue","1660","RB1660","blue","1661","B1661","adult",NA,"6:03","5:49","5:54",26,26,"1",NA,NA,NA,"yes","no","no","At one point were 7 hens present. At 7:14 ~20 birds flew. On rop spot, we rocket netted 2x. Left 7:30."
"binder","54","1989",5,4,"5:34","White","long_lake","none","15 to 20","98","no","no","33","occasional snow showers","clear",NA,NA,"copulation","unmarked",NA,NA,NA,NA,NA,NA,NA,"6:03",NA,NA,NA,NA,NA,NA,NA,1,"yes",NA,NA,"At one point were 7 hens present. At 7:14 ~20 birds flew. On rop spot, we rocket netted 2x. Left 7:30."
"binder, floppy","54","1989",5,4,"5:34","White","long_lake","none","15 to 20","98","no","no","33","occasional snow showers","clear",NA,NA,"strut","blue","950","B950","white","658","W658","adult",NA,"6:03","6:09","6:14",26,26,"1",NA,NA,NA,"no","no","no","At one point were 7 hens present. At 7:14 ~20 birds flew. On rop spot, we rocket netted 2x. Left 7:30."
"binder","54","1989",5,4,"5:34","White","long_lake","none","15 to 20","98","no","no","33","occasional snow showers","clear",NA,NA,"copulation","unmarked",NA,NA,NA,NA,NA,NA,NA,"6:03",NA,NA,NA,NA,NA,NA,NA,1,"yes",NA,NA,"At one point were 7 hens present. At 7:14 ~20 birds flew. On rop spot, we rocket netted 2x. Left 7:30."
"binder, floppy","54","1989",5,4,"5:34","White","long_lake","none","15 to 20","98","no","no","33","occasional snow showers","clear",NA,NA,"strut","red","843","R843","blue","1611","B1611","adult",NA,"6:03","6:01","6:06",21,21,"1",NA,NA,NA,"no","no","no","At one point were 7 hens present. At 7:14 ~20 birds flew. On rop spot, we rocket netted 2x. Left 7:30."
"binder","54","1989",5,4,"5:34","White","long_lake","none","15 to 20","98","no","no","33","occasional snow showers","clear",NA,NA,"copulation","unmarked",NA,NA,NA,NA,NA,NA,NA,"6:03",NA,NA,NA,NA,NA,NA,NA,1,"yes",NA,NA,"At one point were 7 hens present. At 7:14 ~20 birds flew. On rop spot, we rocket netted 2x. Left 7:30."
"binder, floppy","54","1989",5,4,"5:34","White","long_lake","none","15 to 20","98","no","no","33","occasional snow showers","clear",NA,NA,"strut","green","1084","G1084","red","883","R883","adult",NA,"6:03","6:00","6:05",22,22,"2",NA,NA,NA,"no","no","no","At one point were 7 hens present. At 7:14 ~20 birds flew. On rop spot, we rocket netted 2x. Left 7:30."
"binder, floppy","54","1989",5,4,"5:34","White","long_lake","none","15 to 20","98","no","no","33","occasional snow showers","clear",NA,NA,"strut","yellow",NA,"Y","green","381","G381","adult",NA,"6:03","6:11","6:16",5,5,"2",NA,NA,NA,"no","no","no","At one point were 7 hens present. At 7:14 ~20 birds flew. On rop spot, we rocket netted 2x. Left 7:30."
"binder, floppy","54","1989",5,4,"5:34","White","long_lake","none","15 to 20","98","no","no","33","occasional snow showers","clear",NA,NA,"strut","green","378","G378","yellow",NA,"Y","adult",NA,"6:03","6:44","6:49",20,20,"3","wandered by w/n 20 m",NA,NA,"no","no",NA,"At one point were 7 hens present. At 7:14 ~20 birds flew. On rop spot, we rocket netted 2x. Left 7:30."
"binder, floppy","54","1989",5,4,"5:34","White","long_lake","none","15 to 20","98","no","no","33","occasional snow showers","clear",NA,NA,"strut","yellow","163","Y163","red","865","R865","adult",NA,"6:03","6:17","6:22",19,19,"3",NA,NA,NA,"no","no","no","At one point were 7 hens present. At 7:14 ~20 birds flew. On rop spot, we rocket netted 2x. Left 7:30."
"binder, floppy","54","1989",5,4,"5:34","White","long_lake","none","15 to 20","98","no","no","33","occasional snow showers","clear",NA,NA,"strut","orange","738","O738","red","848","R848","adult",NA,"6:03","6:35","6:40",2,2,"2",NA,"Fight w/OW and UM male, standoff w/UM male",NA,"no","no","no","At one point were 7 hens present. At 7:14 ~20 birds flew. On rop spot, we rocket netted 2x. Left 7:30."
"binder, floppy","54","1989",5,4,"5:34","White","long_lake","none","15 to 20","98","no","no","33","occasional snow showers","clear",NA,NA,"strut","orange","74","O74","orange","75","O75","adult",NA,"6:03","7:03","7:08",15,15,"3",NA,NA,NA,"no","no",NA,"At one point were 7 hens present. At 7:14 ~20 birds flew. On rop spot, we rocket netted 2x. Left 7:30."
"binder, floppy","54","1989",5,4,"5:34","White","long_lake","none","15 to 20","98","no","no","33","occasional snow showers","clear",NA,NA,"strut","white","438","W438","blue","248","B248","adult",NA,"6:03","7:10","7:15",35,35,"2","wandered by w/n 5 m",NA,NA,"no","no",NA,"At one point were 7 hens present. At 7:14 ~20 birds flew. On rop spot, we rocket netted 2x. Left 7:30."
"binder","54","1989",5,4,"5:34","White","long_lake","none","15 to 20","98","no","no","33","occasional snow showers","clear",NA,NA,"strut","yellow",NA,NA,"yellow",NA,NA,NA,NA,"6:03","7:16","7:21",22,22,"3",NA,NA,NA,NA,NA,NA,"At one point were 7 hens present. At 7:14 ~20 birds flew. On rop spot, we rocket netted 2x. Left 7:30."
"binder, floppy","55","1989",5,7,"5:34","White/Heelb","long_lake","none","0 to 5","0","no","no",NA,NA,"clear",NA,"6:23","strut","red blue","1660","RB1660","blue","1661","B1661","adult",NA,"5:51","5:46","5:51",25,25,"1",NA,NA,NA,"yes","no","no","Left 6:35 (written at top of page)"
"binder","55","1989",5,7,"5:34","White/Heelb","long_lake","none","0 to 5","0","no","no",NA,NA,"clear",NA,"6:23","copulation","unmarked",NA,NA,NA,NA,NA,NA,NA,"5:51",NA,NA,NA,NA,NA,NA,NA,1,"yes",NA,NA,"Left 6:35 (written at top of page)"
"binder, floppy","55","1989",5,7,"5:34","White/Heelb","long_lake","none","0 to 5","0","no","no",NA,NA,"clear",NA,"6:23","strut","green","1066","G1066","orange","705","O705","adult",NA,"5:51","5:54","5:59",15,15,"1",NA,NA,NA,"no","no","yes","Left 6:35 (written at top of page)"
"binder","55","1989",5,7,"5:34","White/Heelb","long_lake","none","0 to 5","0","no","no",NA,NA,"clear",NA,"6:23","copulation","red blue",NA,NA,"blue",NA,NA,NA,NA,"5:51",NA,NA,NA,NA,NA,NA,NA,2,"yes",NA,NA,"Left 6:35 (written at top of page)"
"binder, floppy","55","1989",5,7,"5:34","White/Heelb","long_lake","none","0 to 5","0","no","no",NA,NA,"clear",NA,"6:23","strut","blue","949","B949","red","900","R900","adult",NA,"5:51","5:54","5:59",6,6,"3",NA,"Tail very upright, wingbeat w/ B/, G/R chased B/? off",NA,"no","no","no","Left 6:35 (written at top of page)"
"binder, floppy","55","1989",5,7,"5:34","White/Heelb","long_lake","none","0 to 5","0","no","no",NA,NA,"clear",NA,"6:23","strut","green","1084","G1084","red","883","R883","adult",NA,"5:51","5:54","5:59",14,14,"3",NA,"G/R chased B/? off",NA,"no","no","no","Left 6:35 (written at top of page)"
"binder","55","1989",5,7,"5:34","White/Heelb","long_lake","none","0 to 5","0","no","no",NA,NA,"clear",NA,"6:23","strut",NA,NA,NA,"orange",NA,NA,NA,NA,"5:51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left 6:35 (written at top of page)"
"binder","55","1989",5,7,"5:34","White/Heelb","long_lake","none","0 to 5","0","no","no",NA,NA,"clear",NA,"6:23","strut","white",NA,NA,NA,NA,NA,NA,NA,"5:51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left 6:35 (written at top of page)"
"binder","55","1989",5,7,"5:34","White/Heelb","long_lake","none","0 to 5","0","no","no",NA,NA,"clear",NA,"6:23","strut","white",NA,NA,NA,NA,NA,NA,NA,"5:51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left 6:35 (written at top of page)"
"binder, floppy","55","1989",5,7,"5:34","White/Heelb","long_lake","none","0 to 5","0","no","no",NA,NA,"clear",NA,"6:23","strut","red","887","R887","green","1098","G1098","adult",NA,"5:51","6:15","6:20",12,12,"3",NA,"Standoff w/RB",NA,"no","no","no","Left 6:35 (written at top of page)"
"binder, floppy","55","1989",5,7,"5:34","White/Heelb","long_lake","none","0 to 5","0","no","no",NA,NA,"clear",NA,"6:23","strut","white","1441","W1441","red","844","R844","adult",NA,"5:51","6:18","6:23",0,0,"3",NA,NA,NA,"no","no","yes","Left 6:35 (written at top of page)"
"binder, floppy","55","1989",5,7,"5:34","White/Heelb","long_lake","none","0 to 5","0","no","no",NA,NA,"clear",NA,"6:23","strut","yellow",NA,"Y","green","381","G381","adult",NA,"5:51","6:22","6:27",0,0,"3",NA,"- left leg injured - hopping on leg",NA,"no","no","no","Left 6:35 (written at top of page)"
"binder, floppy","55","1989",5,7,"5:34","White/Heelb","long_lake","none","0 to 5","0","no","no",NA,NA,"clear",NA,"6:23","strut","blue","950","B950","white","658","W658","adult",NA,"5:51","6:22","6:27",1,1,"3",NA,NA,NA,"no","no","no","Left 6:35 (written at top of page)"
"binder, floppy","56","1989",5,8,"5:42","White/Hutchinson","long_lake","none","15 to 20","20","no","no",NA,NA,"clear",NA,"6:52","strut","white","438","W438","blue","248","B248","adult",NA,"5:54","5:50","5:55",36,36,"3",NA,NA,NA,"no","no",NA,"4 males and 2 females flew as we drove in. Left at 7: 40 - only 3 birds left RB/B + 2 hens that can't decide"
"binder, floppy","56","1989",5,8,"5:42","White/Hutchinson","long_lake","none","15 to 20","20","no","no",NA,NA,"clear",NA,"6:52","strut","yellow","1116","Y1116","yellow","1118","Y1118","adult",NA,"5:54","5:50","5:55",30,30,"3",NA,NA,NA,"no","no","no","4 males and 2 females flew as we drove in. Left at 7: 40 - only 3 birds left RB/B + 2 hens that can't decide"
"binder, floppy","56","1989",5,8,"5:42","White/Hutchinson","long_lake","none","15 to 20","20","no","no",NA,NA,"clear",NA,"6:52","strut","red","843","R843","blue","1611","B1611","adult",NA,"5:54","5:58","6:03",0,0,"3",NA,NA,NA,"no","no","no","4 males and 2 females flew as we drove in. Left at 7: 40 - only 3 birds left RB/B + 2 hens that can't decide"
"binder, floppy","56","1989",5,8,"5:42","White/Hutchinson","long_lake","none","15 to 20","20","no","no",NA,NA,"clear",NA,"6:52","strut","white","1441","W1441","red","844","R844","adult",NA,"5:54","5:58","6:03",5,5,"3",NA,"Standoff w/UM male",NA,"no","no","yes","4 males and 2 females flew as we drove in. Left at 7: 40 - only 3 birds left RB/B + 2 hens that can't decide"
"binder, floppy","56","1989",5,8,"5:42","White/Hutchinson","long_lake","none","15 to 20","20","no","no",NA,NA,"clear",NA,"6:52","strut","red blue","1660","RB1660","blue","1661","B1661","adult",NA,"5:54","6:06","6:11",0,0,"3",NA,"(?)",NA,"yes","no","no","4 males and 2 females flew as we drove in. Left at 7: 40 - only 3 birds left RB/B + 2 hens that can't decide"
"binder, floppy","56","1989",5,8,"5:42","White/Hutchinson","long_lake","none","15 to 20","20","no","no",NA,NA,"clear",NA,"6:52","strut","green","1084","G1084","red","883","R883","adult",NA,"5:54","6:15","6:17",0,0,"3",NA,NA,NA,"no","no","no","4 males and 2 females flew as we drove in. Left at 7: 40 - only 3 birds left RB/B + 2 hens that can't decide"
"binder, floppy","56","1989",5,8,"5:42","White/Hutchinson","long_lake","none","15 to 20","20","no","no",NA,NA,"clear",NA,"6:52","strut","blue","948","B948","yellow","1142","Y1142","adult",NA,"5:54","6:15","6:20",8,8,"3","wandered by within 15 m","2 standoff w/same UM male; last standoff with UM",NA,"no","no","no","4 males and 2 females flew as we drove in. Left at 7: 40 - only 3 birds left RB/B + 2 hens that can't decide"
"binder, floppy","56","1989",5,8,"5:42","White/Hutchinson","long_lake","none","15 to 20","20","no","no",NA,NA,"clear",NA,"6:52","strut","green","1066","G1066","orange","705","O705","adult",NA,"5:54","6:25","6:30",8,8,"3",NA,NA,NA,"no","no","yes","4 males and 2 females flew as we drove in. Left at 7: 40 - only 3 birds left RB/B + 2 hens that can't decide"
"binder, floppy","56","1989",5,8,"5:42","White/Hutchinson","long_lake","none","15 to 20","20","no","no",NA,NA,"clear",NA,"6:52","strut","red blue","1660","RB1660","blue","1661","B1661","adult",NA,"5:54","6:44","6:49",29,29,"1",NA,NA,NA,"yes","no","no","4 males and 2 females flew as we drove in. Left at 7: 40 - only 3 birds left RB/B + 2 hens that can't decide"
"binder, floppy","57","1989",5,10,"5:40","White","long_lake","none","15 to 25","20","no","no",NA,NA,"clear - cow on lek",NA,NA,"strut","red blue","1660","RB1660","blue","1661","B1661","adult",NA,"5:53","5:45","5:50",29,29,"1",NA,NA,NA,"yes","no","no","Lek had been disturbed earlier - 2 males returning to lek at (?). 5:59 - cows wandering back onto lek. 6:09 cow chased birds off lek."
"binder, floppy","57","1989",5,10,"5:40","White","long_lake","none","15 to 25","20","no","no",NA,NA,"clear - cow on lek",NA,NA,"strut","green","1084","G1084","red","883","R883","adult",NA,"5:53","5:50","5:55",0,0,"2",NA,"Standoff w/UM male whole time",NA,"no","no","no","Lek had been disturbed earlier - 2 males returning to lek at (?). 5:59 - cows wandering back onto lek. 6:09 cow chased birds off lek."
"binder, floppy","57","1989",5,10,"5:40","White","long_lake","none","15 to 25","20","no","no",NA,NA,"clear - cow on lek",NA,NA,"strut","orange","1317","O1317","white","1439","W1439","adult",NA,"5:53","5:50","5:55",21,21,"1",NA,"Last stare down with UM male",NA,"no","no","no","Lek had been disturbed earlier - 2 males returning to lek at (?). 5:59 - cows wandering back onto lek. 6:09 cow chased birds off lek."
"binder","57","1989",5,10,"5:40","White","long_lake","none","15 to 25","20","no","no",NA,NA,"clear - cow on lek",NA,NA,"strut","white",NA,NA,"blue",NA,NA,NA,NA,"5:53","5:58","6:00",20,20,"3",NA,"Couldn't see hen anymore due to cows",NA,NA,NA,NA,"Lek had been disturbed earlier - 2 males returning to lek at (?). 5:59 - cows wandering back onto lek. 6:09 cow chased birds off lek."
"binder","57","1989",5,10,"5:40","White","long_lake","none","15 to 25","20","no","no",NA,NA,"clear - cow on lek",NA,NA,"strut","yellow",NA,NA,"yellow",NA,NA,NA,NA,"5:53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lek had been disturbed earlier - 2 males returning to lek at (?). 5:59 - cows wandering back onto lek. 6:09 cow chased birds off lek."
"floppy",NA,"1989",5,3,NA,NA,"long_lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strut","yellow","1116","Y1116","yellow","1118","Y1118","adult",NA,"5:59","6:00",NA,NA,32,"1",NA,NA,NA,"no","no","no",NA
"binder, floppy","45","1989",4,16,"5:21","White/Slubile","long_lake","none","15","50","no","no",NA,NA,"clear","set up net at 7:15",NA,"strut","green","1084","G1084","red","883","R883","adult",NA,"6:04","6:32","6:37",0,0,"3",NA,NA,NA,"no","no","no","B/ R or P?"
"binder, floppy","47","1989",4,18,"4:30","White/Cole","long_lake","spotlighting",NA,"1","no","no",NA,NA,"clear","?","none birds flew","strut","yellow","163","Y163","red","865","R865","adult",NA,"6:03","6:27","6:32",3,3,"3",NA,NA,NA,"no","no","no","2 breeding centers on lek 1 w/2 hens 1w/7. All hens gone by 7:01. Left ~7:05 (written at top of page). Swift fox (written at top of page)"
"binder, floppy","47","1989",4,18,"4:30","White/Cole","long_lake","spotlighting",NA,"1","no","no",NA,NA,"clear","?","none birds flew","strut","green","1576","G1576","white","1440","W1440","adult",NA,"6:03","6:32","6:37",19,19,"1","1 walked by",NA,NA,"no","no","no","2 breeding centers on lek 1 w/2 hens 1w/7. All hens gone by 7:01. Left ~7:05 (written at top of page). Swift fox (written at top of page)"
"binder, floppy","52","1989",5,2,"5:40","White","long_lake","none","5 to 10","90","no","no",NA,"Occassional sleet","clear","prairie falcon","7:06","strut","green","1084","G1084","red","883","R883","adult",NA,"6:00","6:25","6:30",11,11,"2",NA,NA,NA,"no","no","no","Drawing show relative locations of birds on scan. Y/Y in standoff w/UM male most of morning. Left 7:20 (written at top of page). Swainson's hawks flew over - grouse not disturbed.  Sunrise seen behind clouds at 6:05. Prairie hawk came back and dove at birds 7:07, came back again and dove at 7:0(?), birds sat still, birds not disturbed."
"binder, floppy","54","1989",5,4,"5:34","White","long_lake","none","15 to 20","98","no","no","33","occasional snow showers","clear",NA,NA,"strut","orange","1317","O1317","white","1439","W1439","adult",NA,"6:03","6:24","6:29",26,26,"2","wandered by w/n 5m",NA,NA,"no","no","no","At one point were 7 hens present. At 7:14 ~20 birds flew. On rop spot, we rocket netted 2x. Left 7:30."
"binder, floppy","54","1989",5,4,"5:34","White","long_lake","none","15 to 20","98","no","no","33","occasional snow showers","clear",NA,NA,"strut","blue","949","B949","red","900","R900","adult",NA,"6:03","6:37","6:42",11,11,"3",NA,NA,NA,"no","no","no","At one point were 7 hens present. At 7:14 ~20 birds flew. On rop spot, we rocket netted 2x. Left 7:30."
"binder, floppy","54","1989",5,4,"5:34","White","long_lake","none","15 to 20","98","no","no","33","occasional snow showers","clear",NA,NA,"strut","red white","1429","RW1429","red","1705","R1705","adult",NA,"6:03","6:49","6:54",27,27,"3",NA,NA,NA,"no","yes","no","At one point were 7 hens present. At 7:14 ~20 birds flew. On rop spot, we rocket netted 2x. Left 7:30."
"binder, floppy","55","1989",5,7,"5:34","White/Heelb","long_lake","none","0 to 5","0","no","no",NA,NA,"clear",NA,"6:23","strut","red","150","R150","white","471","W471","adult",NA,"5:51","5:46","5:51",19,19,"2",NA,NA,NA,"no","no",NA,"Left 6:35 (written at top of page)"
"binder, floppy","55","1989",5,7,"5:34","White/Heelb","long_lake","none","0 to 5","0","no","no",NA,NA,"clear",NA,"6:23","strut","red","840","R840","red","839","R839","adult",NA,"5:51","6:15","6:20",13,13,"3",NA,NA,NA,"no","no","no","Left 6:35 (written at top of page)"
"binder, floppy","45","1989",4,16,"5:21","White/Slubile","long_lake","none","15","50","no","no",NA,NA,"clear","set up net at 7:15",NA,"strut","green","1084","G1084","red","883","R883","adult",NA,"6:04","6:30","6:33",0,0,"3",NA,NA,NA,"no","no","no","B/ R or P?"
